 1  1.024e+01  1.477e+10  1.443e+00
 2  9.982e+00  1.477e+10  1.480e+00
 4  6.080e+00  1.477e+10  2.430e+00
 6  4.272e+00  1.477e+10  3.458e+00
 8  3.281e+00  1.477e+10  4.502e+00
 10  2.663e+00  1.477e+10  5.547e+00
 12  2.220e+00  1.477e+10  6.656e+00
 14  1.954e+00  1.477e+10  7.562e+00
 16  1.876e+00  1.477e+10  7.875e+00
