 1  1.446e+01  1.477e+10  1.022e+00
 2  1.415e+01  1.478e+10  1.044e+00
 4  8.212e+00  1.478e+10  1.799e+00
 6  5.559e+00  1.478e+10  2.659e+00
 8  4.222e+00  1.478e+10  3.501e+00
 10  3.318e+00  1.478e+10  4.455e+00
 12  2.804e+00  1.478e+10  5.272e+00
 14  2.470e+00  1.478e+10  5.985e+00
 16  2.273e+00  1.478e+10  6.503e+00
 18  2.083e+00  1.481e+10  7.109e+00
 20  1.887e+00  1.477e+10  7.829e+00
 22  1.739e+00  1.477e+10  8.496e+00
 24  1.623e+00  1.477e+10  9.103e+00
