 1  1.446e+01  1.477e+10  1.022e+00
 2  1.415e+01  1.478e+10  1.044e+00
 4  8.229e+00  1.479e+10  1.797e+00
 6  5.537e+00  1.478e+10  2.669e+00
 8  4.223e+00  1.478e+10  3.500e+00
 10  3.319e+00  1.478e+10  4.453e+00
 12  2.817e+00  1.481e+10  5.256e+00
 14  2.470e+00  1.478e+10  5.984e+00
 16  2.226e+00  1.478e+10  6.637e+00
 18  1.981e+00  1.477e+10  7.458e+00
 20  1.901e+00  1.477e+10  7.769e+00
 22  1.765e+00  1.477e+10  8.369e+00
 24  1.665e+00  1.478e+10  8.878e+00
